Index_disease	Index_disease_id	Associated_disease	Associated_disease_id	Co-mentions
Leukemia	MESH:D007938	Megacolon, Toxic	MESH:D008532	4
Leukemia	MESH:D007938	Potocki-Shaffer syndrome	MESH:C538356	4
Leukemia	MESH:D007938	Hypoprothrombinemias	MESH:D007020	4
Leukemia	MESH:D007938	Iritis	MESH:D007500	4
Leukemia	MESH:D007938	Heterotaxy Syndrome	MESH:D059446	4
Leukemia	MESH:D007938	Pancreatitis, Graft	MESH:D055589	4
Leukemia	MESH:D007938	Tooth Erosion	MESH:D014077	4
Leukemia	MESH:D007938	Apnea	MESH:D001049	4
Leukemia	MESH:D007938	Leg Length Inequality	MESH:D007870	4
Leukemia	MESH:D007938	Pyoderma	MESH:D011711	4
Leukemia	MESH:D007938		OMIM:105600	4
Leukemia	MESH:D007938	Placental Insufficiency	MESH:D010927	4
Leukemia	MESH:D007938	Coproporphyria, Hereditary	MESH:D046349	4
Leukemia	MESH:D007938	Renal Artery Obstruction	MESH:D012078	4
Leukemia	MESH:D007938	Adrenal Gland Diseases	MESH:D000307	4
Leukemia	MESH:D007938	Opitz-Kaveggia syndrome	MESH:C537923	4
Leukemia	MESH:D007938	Mitral Valve Prolapse	MESH:D008945	4
Leukemia	MESH:D007938	Penile Induration	MESH:D010411	4
Leukemia	MESH:D007938	Heart defects limb shortening	MESH:C535850	4
Leukemia	MESH:D007938	3C syndrome	MESH:C535313	4
Leukemia	MESH:D007938	Polycystic Kidney, Autosomal Dominant	MESH:D016891	4
Leukemia	MESH:D007938	Pulmonary Valve Stenosis	MESH:D011666	4
Leukemia	MESH:D007938	Cardiomyopathy, Restrictive	MESH:D002313	4
Leukemia	MESH:D007938	Adenoma, Bile Duct	MESH:D002759	4
Leukemia	MESH:D007938	Dwarfism	MESH:D004392	4
Leukemia	MESH:D007938	Cecal Neoplasms	MESH:D002430	4
Leukemia	MESH:D007938	Hearing Disorders	MESH:D006311	4
Leukemia	MESH:D007938	Iridocyclitis	MESH:D015863	4
Leukemia	MESH:D007938	Hemothorax	MESH:D006491	4
Leukemia	MESH:D007938		OMIM:181030	4
Leukemia	MESH:D007938	Relapsing Fever	MESH:D012061	4
Leukemia	MESH:D007938	Bronchopulmonary Sequestration	MESH:D001998	4
Leukemia	MESH:D007938	IgG Deficiency	MESH:D017099	4
Leukemia	MESH:D007938	Orofaciodigital syndrome 6	MESH:C536531	4
Leukemia	MESH:D007938	Encephalitis, Varicella Zoster	MESH:D020804	4
Leukemia	MESH:D007938	Neoplasms, Hormone-Dependent	MESH:D009376	4
Leukemia	MESH:D007938	Eunuchoidism, familial hypogonadotropic	MESH:C535764	4
Leukemia	MESH:D007938		OMIM:606367	4
Leukemia	MESH:D007938	Brain Stem Infarctions	MESH:D020526	4
Leukemia	MESH:D007938	Subclavian Steal Syndrome	MESH:D013349	4
Leukemia	MESH:D007938	Chromosome 8, trisomy 8q	MESH:C538020	4
Leukemia	MESH:D007938	Adrenal Cortex Neoplasms	MESH:D000306	4
Leukemia	MESH:D007938	Arthropathy, Neurogenic	MESH:D001177	4
Leukemia	MESH:D007938	Homocystinuria	MESH:D006712	4
Leukemia	MESH:D007938	Panuveitis	MESH:D015864	4
Leukemia	MESH:D007938	Muscular Disorders, Atrophic	MESH:D020966	4
Leukemia	MESH:D007938	Hydrolethalus syndrome	MESH:C536079	4
Leukemia	MESH:D007938	Chromosome 9p Deletion Syndrome	MESH:C538024	4
Leukemia	MESH:D007938	T-Lymphocytopenia	MESH:C536783	4
Leukemia	MESH:D007938	Torulopsis	MESH:C536972	4
Leukemia	MESH:D007938	Liver Abscess, Amebic	MESH:D008101	4
Leukemia	MESH:D007938	Siderosis	MESH:D012806	4
Leukemia	MESH:D007938	Partial Trisomy 3q Syndrome	MESH:C537635	4
Leukemia	MESH:D007938		OMIM:268150	4
Leukemia	MESH:D007938	Chromosome 14q, terminal deletion	MESH:C538033	4
Leukemia	MESH:D007938	Carcinoma, Krebs 2	MESH:D002287	4
Leukemia	MESH:D007938	Fahr's disease	MESH:C536275	4
Lymphoma	MESH:D008223	Hyperhidrosis	MESH:D006945	4
Lymphoma	MESH:D008223	Parasomnias	MESH:D020447	4
Lymphoma	MESH:D008223	Thyroid Dysgenesis	MESH:D050033	4
Lymphoma	MESH:D008223	Theileriasis	MESH:D013801	4
Lymphoma	MESH:D008223	WHIM syndrome	MESH:C536697	4
Lymphoma	MESH:D008223	Multiple System Atrophy	MESH:D019578	4
Lymphoma	MESH:D008223	Ventricular Dysfunction	MESH:D018754	4
Lymphoma	MESH:D008223	Thyroid Crisis	MESH:D013958	4
Lymphoma	MESH:D008223	Albuminuria	MESH:D000419	4
Lymphoma	MESH:D008223	Florid cystic endosalpingiosis of the uterus	MESH:C537064	4
Lymphoma	MESH:D008223	Nephrolithiasis	MESH:D053040	4
Lymphoma	MESH:D008223	Choriocarcinoma, Non-gestational	MESH:D031954	4
Lymphoma	MESH:D008223	Chondrocalcinosis	MESH:D002805	4
Lymphoma	MESH:D008223	Tooth Loss	MESH:D016388	4
Lymphoma	MESH:D008223	Tooth Diseases	MESH:D014076	4
Lymphoma	MESH:D008223	Hb C disease	MESH:C531699	4
Lymphoma	MESH:D008223	Protoporphyria, Erythropoietic	MESH:D046351	4
Lymphoma	MESH:D008223	Pediatric ulcerative colitis	MESH:C536315	4
Lymphoma	MESH:D008223	Encephalomalacia	MESH:D004678	4
Lymphoma	MESH:D008223	Gingival Recession	MESH:D005889	4
Lymphoma	MESH:D008223		OMIM:608852	4
Lymphoma	MESH:D008223	Translocation, Genetic	MESH:D014178	4
Lymphoma	MESH:D008223	Lenz Majewski hyperostotic dwarfism	MESH:C537115	4
Lymphoma	MESH:D008223		OMIM:613385	4
Lymphoma	MESH:D008223	Epiretinal Membrane	MESH:D019773	4
Lymphoma	MESH:D008223	Nails, Malformed	MESH:D009264	4
Lymphoma	MESH:D008223	Pericarditis, Tuberculous	MESH:D010495	4
Lymphoma	MESH:D008223	Hypernatremia	MESH:D006955	4
Lymphoma	MESH:D008223	Gingival Neoplasms	MESH:D005887	4
Lymphoma	MESH:D008223	Akinetic Mutism	MESH:D000405	4
Lymphoma	MESH:D008223		OMIM:303800	4
Lymphoma	MESH:D008223		OMIM:601152	4
Lymphoma	MESH:D008223		MESH:C531653	4
Lymphoma	MESH:D008223	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	MESH:D054069	4
Lymphoma	MESH:D008223	Takotsubo Cardiomyopathy	MESH:D054549	4
Lymphoma	MESH:D008223	Coronary Aneurysm	MESH:D003323	4
Lymphoma	MESH:D008223		OMIM:215600	4
Lymphoma	MESH:D008223	Fecal Incontinence	MESH:D005242	4
Lymphoma	MESH:D008223		MESH:C537374	4
Lymphoma	MESH:D008223	Lymphocele	MESH:D008210	4
Lymphoma	MESH:D008223	Leukocyte Disorders	MESH:D007960	4
Lymphoma	MESH:D008223	Bundle-Branch Block	MESH:D002037	4
Lymphoma	MESH:D008223	Genital Diseases, Male	MESH:D005832	4
Lymphoma	MESH:D008223	Negative rheumatoid factor polyarthritis	MESH:C538347	4
Lymphoma	MESH:D008223	Anthracosis	MESH:D055008	4
Lymphoma	MESH:D008223	Hydroa vacciniforme, familial	MESH:C536077	4
Lymphoma	MESH:D008223		OMIM:159595	4
Lymphoma	MESH:D008223	Varicocele	MESH:D014646	4
Lymphoma	MESH:D008223		OMIM:226730	4
Lymphoma	MESH:D008223	Short rib-polydactyly syndrome, Verma-Naumoff type	MESH:C537602	4
Lymphoma	MESH:D008223	Abortion, Spontaneous	MESH:D000022	4
Lymphoma	MESH:D008223	Hemorrhagic jaundice	MESH:C540322	4
Lymphoma	MESH:D008223	Chanarin-Dorfman Syndrome	MESH:C536560	4
Lymphoma	MESH:D008223	Dental Enamel Hypoplasia	MESH:D003744	4
Lymphoma	MESH:D008223	Cartilage-hair hypoplasia	MESH:C535916	4
Lymphoma	MESH:D008223		MESH:C536569	4
Lymphoma	MESH:D008223	Retinal Neoplasms	MESH:D019572	4
Lymphoma	MESH:D008223	Glycogen Storage Disease Type III	MESH:D006010	4
Lymphoma	MESH:D008223	Lipodystrophy	MESH:D008060	4
Lymphoma	MESH:D008223	Intraoperative Complications	MESH:D007431	4
Lymphoma	MESH:D008223	Voice Disorders	MESH:D014832	4
Lymphoma	MESH:D008223	Lymphogranuloma Venereum	MESH:D008219	4
Lymphoma	MESH:D008223	Fetofetal Transfusion	MESH:D005330	4
Lymphoma	MESH:D008223	Orbital Fractures	MESH:D009917	4
Lymphoma	MESH:D008223	Clear-cell metastatic renal cell carcinoma	MESH:C538445	4
Lymphoma	MESH:D008223	Radiodermatitis	MESH:D011855	4
Lymphoma	MESH:D008223	Mastoiditis	MESH:D008417	4
Lymphoma	MESH:D008223	Oculocutaneous albinism type 1	MESH:C537728	4
Lymphoma	MESH:D008223	Heart Failure, Systolic	MESH:D054143	4
Lymphoma	MESH:D008223	Stomach Volvulus	MESH:D013277	4
Lymphoma	MESH:D008223	Fibrolamellar hepatocellular carcinoma	MESH:C537258	4
Lymphoma	MESH:D008223	Acantholysis	MESH:D000051	4
Lymphoma	MESH:D008223	Fetal Distress	MESH:D005316	4
Lymphoma	MESH:D008223	Mohr-Tranebjaerg syndrome	MESH:C535808	4
Lymphoma	MESH:D008223	Common Cold	MESH:D003139	4
Lymphoma	MESH:D008223	Tibial Fractures	MESH:D013978	4
Lymphoma	MESH:D008223	Tarsal Tunnel Syndrome	MESH:D013641	4
Lymphoma	MESH:D008223	Sialorrhea	MESH:D012798	4
Lymphoma	MESH:D008223	Tooth Attrition	MESH:D019217	4
Lymphoma	MESH:D008223	Graft Occlusion, Vascular	MESH:D006083	4
Lymphoma	MESH:D008223	Dwarfism	MESH:D004392	4
Lymphoma	MESH:D008223	Adrenocortical Adenoma	MESH:D018246	4
Lymphoma	MESH:D008223	Antisynthetase syndrome	MESH:C537778	4
Lymphoma	MESH:D008223	Hydatidiform Mole	MESH:D006828	4
Lymphoma	MESH:D008223	Community-Acquired Infections	MESH:D017714	4
Lymphoma	MESH:D008223	Polycystic Kidney, Autosomal Dominant	MESH:D016891	4
Lymphoma	MESH:D008223	Hernia, Abdominal	MESH:D046449	4
Lymphoma	MESH:D008223	Double Outlet Right Ventricle	MESH:D004310	4
Lymphoma	MESH:D008223	Protein Deficiency	MESH:D011488	4
Lymphoma	MESH:D008223	Carotid Artery Thrombosis	MESH:D002341	4
Lymphoma	MESH:D008223	Basal Cell Nevus Syndrome	MESH:D001478	4
Lymphoma	MESH:D008223	Sickle Cell Trait	MESH:D012805	4
Lymphoma	MESH:D008223	Distemper	MESH:D004216	4
Lymphoma	MESH:D008223	Iron Overload	MESH:D019190	4
Lymphoma	MESH:D008223	Klatskin Tumor	MESH:D018285	4
Lymphoma	MESH:D008223	Tick Toxicoses	MESH:D013986	4
Lymphoma	MESH:D008223	Intestinal Diseases, Parasitic	MESH:D007411	4
Lymphoma	MESH:D008223	Hypoxia-Ischemia, Brain	MESH:D020925	4
Lymphoma	MESH:D008223	Scleromyxedema	MESH:D053718	4
Lymphoma	MESH:D008223	Median Neuropathy	MESH:D020423	4
Lymphoma	MESH:D008223	Intermittent Claudication	MESH:D007383	4
Lymphoma	MESH:D008223	Neuralgia, Postherpetic	MESH:D051474	4
Lymphoma	MESH:D008223	Neoplasms, Hormone-Dependent	MESH:D009376	4
Lymphoma	MESH:D008223	Primary angiitis of the central nervous system	MESH:C535276	4
Lymphoma	MESH:D008223	Thinness	MESH:D013851	4
Lymphoma	MESH:D008223	Cryptorchidism	MESH:D003456	4
Lymphoma	MESH:D008223		OMIM:300245	4
Lymphoma	MESH:D008223	Infarction, Anterior Cerebral Artery	MESH:D020243	4
Lymphoma	MESH:D008223	Buschke-Ollendorff syndrome	MESH:C537415	4
Lymphoma	MESH:D008223	Contracture	MESH:D003286	4
Lymphoma	MESH:D008223	Premature Birth	MESH:D047928	4
Lymphoma	MESH:D008223	Phaeohyphomycosis	MESH:D060446	4
Lymphoma	MESH:D008223	Microcephaly deafness syndrome	MESH:C537326	4
Lymphoma	MESH:D008223	Color Vision Defects	MESH:D003117	4
Lymphoma	MESH:D008223	Papilloma, Intraductal	MESH:D018300	4
Lymphoma	MESH:D008223	Schizotypal Personality Disorder	MESH:D012569	4
Lymphoma	MESH:D008223	Siderosis	MESH:D012806	4
Lymphoma	MESH:D008223	Fournier Gangrene	MESH:D018934	4
Lymphoma	MESH:D008223	Deficiency Diseases	MESH:D003677	4
Lymphoma	MESH:D008223	Diabetic Neuropathies	MESH:D003929	4
Lymphoma	MESH:D008223	Sex Chromosome Aberrations	MESH:D012729	4
Lymphoma	MESH:D008223	Pontocerebellar Hypoplasia Type 3	MESH:C548072	4
Lymphoma	MESH:D008223	Chromosome 17 trisomy	MESH:C538044	4
Lymphoma	MESH:D008223	Inferior Wall Myocardial Infarction	MESH:D056989	4
Lymphoma	MESH:D008223	Central Nervous System Fungal Infections	MESH:D020314	4
Lymphoma	MESH:D008223	Priapism	MESH:D011317	4
Lymphoma	MESH:D008223	Ichthyosis cheek eyebrow syndrome	MESH:C536084	4
Lymphoma	MESH:D008223	Lameness, Animal	MESH:D007794	4
Lymphoma	MESH:D008223	Blindness, Cortical	MESH:D019575	4
Lymphoma	MESH:D008223	Periodontitis	MESH:D010518	4
Lymphoma	MESH:D008223	Langer-Giedion Syndrome	MESH:D015826	4
Lymphoma	MESH:D008223	Tay-Sachs Disease	MESH:D013661	4
Lymphoma	MESH:D008223	Lingual Goiter	MESH:D047268	4
Lymphoma	MESH:D008223		MESH:C531767	4
Lymphoma	MESH:D008223	Optic Disk Drusen	MESH:D015594	4
Lymphoma	MESH:D008223	Hearing Loss, High-Frequency	MESH:D006316	4
Lymphoma	MESH:D008223	Wrist Injuries	MESH:D014954	4
Lymphoma	MESH:D008223	Respiratory Aspiration	MESH:D053120	4
Lymphoma	MESH:D008223	Primary Dysautonomias	MESH:D054969	4
Lymphoma	MESH:D008223	Arthritis, Juvenile	MESH:D001171	4
Lymphoma	MESH:D008223	Porphyrias	MESH:D011164	4
Lymphoma	MESH:D008223	Trophoblastic Neoplasms	MESH:D014328	4
Lymphoma	MESH:D008223	Lipidoses	MESH:D008064	4
Lymphoma	MESH:D008223	Autistic Disorder	MESH:D001321	4
Lymphoma	MESH:D008223	Walker-Warburg Syndrome	MESH:D058494	4
Lymphoma	MESH:D008223	Angiolipoma	MESH:D018206	4
Lymphoma	MESH:D008223	Olivopontocerebellar Atrophies	MESH:D009849	4
Lymphoma	MESH:D008223	Echinococcosis, Pulmonary	MESH:D004445	4
Lymphoma	MESH:D008223	Dermatomycoses	MESH:D003881	4
Lymphoma	MESH:D008223	Pancreatitis, Graft	MESH:D055589	4
Lymphoma	MESH:D008223	Endocardial Fibroelastosis	MESH:D004695	4
Lymphoma	MESH:D008223	Anus, Imperforate	MESH:D001006	4
Lymphoma	MESH:D008223	Pituitary Apoplexy	MESH:D010899	4
Lymphoma	MESH:D008223	Corneal Ulcer	MESH:D003320	4
Lymphoma	MESH:D008223	Laryngostenosis	MESH:D007829	4
Lymphoma	MESH:D008223	Pancreatitis, Acute Necrotizing	MESH:D019283	4
Lymphoma	MESH:D008223	Hemorrhoids	MESH:D006484	4
Lymphoma	MESH:D008223	Antithrombin III Deficiency	MESH:D020152	4
Lymphoma	MESH:D008223	Intracranial Embolism	MESH:D020766	4
Lymphoma	MESH:D008223	Erythema elevatum diutinum	MESH:C535509	4
Lymphoma	MESH:D008223	Skull Fracture, Basilar	MESH:D020205	4
Lymphoma	MESH:D008223	Sener syndrome	MESH:C537579	4
Lymphoma	MESH:D008223	Cardiomyopathy, Hypertrophic	MESH:D002312	4
Lymphoma	MESH:D008223	Abetalipoproteinemia	MESH:D000012	4
Lymphoma	MESH:D008223	Multifocal fibrosclerosis	MESH:C537375	4
Lymphoma	MESH:D008223	Endomyocardial Fibrosis	MESH:D004719	4
Lymphoma	MESH:D008223	Miosis	MESH:D015877	4
Lymphoma	MESH:D008223	Sudden Infant Death	MESH:D013398	4
Lymphoma	MESH:D008223	Stroke, Lacunar	MESH:D059409	4
Lymphoma	MESH:D008223	Retinal Neovascularization	MESH:D015861	4
Lymphoma	MESH:D008223	Anemia, Hypochromic	MESH:D000747	4
Lymphoma	MESH:D008223	Hepatopulmonary Syndrome	MESH:D020065	4
Lymphoma	MESH:D008223		OMIM:219080	4
Lymphoma	MESH:D008223	Bordetella Infections	MESH:D001885	4
Lymphoma	MESH:D008223	Giant Cell Tumor of Bone	MESH:D018212	4
Lymphoma	MESH:D008223	Spinal Cord Ischemia	MESH:D020760	4
Lymphoma	MESH:D008223	Spinal Muscular Atrophies of Childhood	MESH:D014897	4
Lymphoma	MESH:D008223	Hematoma, Subdural, Acute	MESH:D020199	4
Lymphoma	MESH:D008223		OMIM:222700	4
Lymphoma	MESH:D008223	Esophageal Fistula	MESH:D004937	4
Lymphoma	MESH:D008223	Multicystic Dysplastic Kidney	MESH:D021782	4
Lymphoma	MESH:D008223	Cholesteatoma	MESH:D002781	4
Lymphoma	MESH:D008223	HIV Wasting Syndrome	MESH:D019247	4
Lymphoma	MESH:D008223	Lecithin Cholesterol Acyltransferase Deficiency	MESH:D007863	4
Lymphoma	MESH:D008223	Anorchia	MESH:C537770	4
Lymphoma	MESH:D008223	Cerebral Palsy	MESH:D002547	4
Lymphoma	MESH:D008223		OMIM:606711	4
Lymphoma	MESH:D008223	Yellow Nail Syndrome	MESH:D056684	4
Lymphoma	MESH:D008223	Melorheostosis	MESH:D008557	4
Lymphoma	MESH:D008223	Denys-Drash Syndrome	MESH:D030321	4
Lymphoma	MESH:D008223	Polycystic liver disease	MESH:C536330	4
Lymphoma	MESH:D008223	Lacerations	MESH:D022125	4
Lymphoma	MESH:D008223	Eosinophilic Esophagitis	MESH:D057765	4
Lymphoma	MESH:D008223	Corneal Perforation	MESH:D057112	4
Lymphoma	MESH:D008223	Neural Tube Defects	MESH:D009436	4
Lymphoma	MESH:D008223	Pseudohypoaldosteronism	MESH:D011546	4
Lymphoma	MESH:D008223	Lissencephaly	MESH:D054082	4
Lymphoma	MESH:D008223	Erysipelas	MESH:D004886	4
Lymphoma	MESH:D008223	Bernard-Soulier Syndrome	MESH:D001606	4
Lymphoma	MESH:D008223	Bulimia Nervosa	MESH:D052018	4
Lymphoma	MESH:D008223	Consciousness Disorders	MESH:D003244	4
Lymphoma	MESH:D008223	Sarcoma, Small Cell	MESH:D018228	4
Lymphoma	MESH:D008223	Myositis Ossificans	MESH:D009221	4
Lymphoma	MESH:D008223		MESH:D058887	4
Lymphoma	MESH:D008223	Keratoderma, Palmoplantar, Diffuse	MESH:D015776	4
Lymphoma	MESH:D008223	Vitamin B 12 Deficiency	MESH:D014806	4
Lymphoma	MESH:D008223	Bronchitis, Chronic	MESH:D029481	4
Lymphoma	MESH:D008223	Achlorhydria	MESH:D000126	4
Lymphoma	MESH:D008223	Ureteral Calculi	MESH:D014514	4
Lymphoma	MESH:D008223	Sertoli Cell-Only Syndrome	MESH:D054331	4
Lymphoma	MESH:D008223	Periventricular Nodular Heterotopia	MESH:D054091	4
Lymphoma	MESH:D008223		MESH:C537947	4
Lymphoma	MESH:D008223	Anemia, Sideroblastic	MESH:D000756	4
Lymphoma	MESH:D008223	Blepharitis	MESH:D001762	4
Lymphoma	MESH:D008223	Prostatism	MESH:D053448	4
Lymphoma	MESH:D008223		MESH:C535685	4
Lymphoma	MESH:D008223	Tuberculoma, Intracranial	MESH:D016862	4
Lymphoma	MESH:D008223	Mucopolysaccharidosis I	MESH:D008059	4
Lymphoma	MESH:D008223	Microphthalmia and mental deficiency	MESH:C537462	4
Lymphoma	MESH:D008223		OMIM:262600	4
Lymphoma	MESH:D008223	Thecoma	MESH:D013798	4
Lymphoma	MESH:D008223	Parakeratosis	MESH:D010241	4
Lymphoma	MESH:D008223	Cranial Nerve Neoplasms	MESH:D003390	4
Lymphoma	MESH:D008223	Chromosome 4, monosomy 4p14 p16	MESH:C537638	4
Lymphoma	MESH:D008223	Megacolon, Toxic	MESH:D008532	4
Lymphoma	MESH:D008223	Chromosome 3, monosomy 3q27	MESH:C536810	4
Lymphoma	MESH:D008223	Dental Pulp Diseases	MESH:D003788	4
Lymphoma	MESH:D008223	Melkersson-Rosenthal Syndrome	MESH:D008556	4
Lymphoma	MESH:D008223	Myosarcoma	MESH:D009217	4
Lymphoma	MESH:D008223	Laryngeal papillomatosis	MESH:C537876	4
Multiple Myeloma	MESH:D009101	Eyelid Diseases	MESH:D005141	4
Multiple Myeloma	MESH:D009101	Chalazion	MESH:D017043	4
Multiple Myeloma	MESH:D009101	Hyperferritinemia, hereditary, with congenital cataracts	MESH:C538137	4
Multiple Myeloma	MESH:D009101	Lipid Metabolism Disorders	MESH:D052439	4
Multiple Myeloma	MESH:D009101		OMIM:261000	4
Multiple Myeloma	MESH:D009101	Hypoglossal Nerve Diseases	MESH:D020437	4
Multiple Myeloma	MESH:D009101	Poult Enteritis Mortality Syndrome	MESH:D031261	4
Multiple Myeloma	MESH:D009101		MESH:C538660	4
Multiple Myeloma	MESH:D009101	Nystagmus, Pathologic	MESH:D009759	4
Multiple Myeloma	MESH:D009101	Uveitis, Anterior	MESH:D014606	4
Multiple Myeloma	MESH:D009101	Erdheim-Chester Disease	MESH:D031249	4
Multiple Myeloma	MESH:D009101	Colonic Diseases	MESH:D003108	4
Multiple Myeloma	MESH:D009101	Water Intoxication	MESH:D014869	4
Multiple Myeloma	MESH:D009101	Marfan Syndrome	MESH:D008382	4
Multiple Myeloma	MESH:D009101	Thrombocytopenia, Neonatal Alloimmune	MESH:D054098	4
Multiple Myeloma	MESH:D009101	Schizophrenia	MESH:D012559	4
Multiple Myeloma	MESH:D009101	Dysuria	MESH:D053159	4
Multiple Myeloma	MESH:D009101	Tooth Abnormalities	MESH:D014071	4
Multiple Myeloma	MESH:D009101	Histoplasmosis	MESH:D006660	4
Multiple Myeloma	MESH:D009101	Mesenteric Lymphadenitis	MESH:D008640	4
Multiple Myeloma	MESH:D009101	Tibial Fractures	MESH:D013978	4
Multiple Myeloma	MESH:D009101	Bone Diseases, Developmental	MESH:D001848	4
Multiple Myeloma	MESH:D009101	Leishmaniasis, Visceral	MESH:D007898	4
Multiple Myeloma	MESH:D009101	Nephrotic syndrome, idiopathic, steroid-resistant	MESH:C536404	4
Multiple Myeloma	MESH:D009101	Vipoma	MESH:D003969	4
Multiple Myeloma	MESH:D009101	Hyalinosis, Systemic	MESH:D057770	4
Multiple Myeloma	MESH:D009101	Craniocerebral Trauma	MESH:D006259	4
Multiple Myeloma	MESH:D009101	Pulmonary Aspergillosis	MESH:D055732	4
Multiple Myeloma	MESH:D009101	Actinomycosis, Cervicofacial	MESH:D000197	4
Multiple Myeloma	MESH:D009101	Biotinidase Deficiency	MESH:D028921	4
Multiple Myeloma	MESH:D009101		OMIM:115080	4
Multiple Myeloma	MESH:D009101	Rupture	MESH:D012421	4
Multiple Myeloma	MESH:D009101	Cerebral Small Vessel Diseases	MESH:D059345	4
Multiple Myeloma	MESH:D009101	Helicobacter Infections	MESH:D016481	4
Multiple Myeloma	MESH:D009101	Pre-Eclampsia	MESH:D011225	4
Multiple Myeloma	MESH:D009101	Carcinoma, Lobular	MESH:D018275	4
Multiple Myeloma	MESH:D009101	Craniosynostoses	MESH:D003398	4
Multiple Myeloma	MESH:D009101		OMIM:609197	4
Multiple Myeloma	MESH:D009101	Vasculitis, Central Nervous System	MESH:D020293	4
Multiple Myeloma	MESH:D009101	Osteitis	MESH:D010000	4
Multiple Myeloma	MESH:D009101	Substance-Related Disorders	MESH:D019966	4
Multiple Myeloma	MESH:D009101	Chondrosarcoma, Mesenchymal	MESH:D018211	4
Multiple Myeloma	MESH:D009101	Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	MESH:D054438	4
Multiple Myeloma	MESH:D009101	Subarachnoid Hemorrhage	MESH:D013345	4
Multiple Myeloma	MESH:D009101	Aortic Valve Insufficiency	MESH:D001022	4
Multiple Myeloma	MESH:D009101	Kabuki syndrome	MESH:C537705	4
Multiple Myeloma	MESH:D009101	Spinocerebellar Degenerations	MESH:D013132	4
Multiple Myeloma	MESH:D009101	Hyperprolactinemia	MESH:D006966	4
Multiple Myeloma	MESH:D009101	Paralysis, Hyperkalemic Periodic	MESH:D020513	4
Multiple Myeloma	MESH:D009101		OMIM:139393	4
Multiple Myeloma	MESH:D009101	Flail Chest	MESH:D005409	4
Multiple Myeloma	MESH:D009101	Tuberculosis, Pleural	MESH:D014396	4
Multiple Myeloma	MESH:D009101		OMIM:300755	4
Multiple Myeloma	MESH:D009101		MESH:C538266	4
Multiple Myeloma	MESH:D009101	Liposarcoma	MESH:D008080	4
Multiple Myeloma	MESH:D009101	Myocarditis	MESH:D009205	4
Multiple Myeloma	MESH:D009101	Hernia, Diaphragmatic	MESH:D006548	4
Multiple Myeloma	MESH:D009101	Arachnoid Cysts	MESH:D016080	4
Multiple Myeloma	MESH:D009101	Takotsubo Cardiomyopathy	MESH:D054549	4
Multiple Myeloma	MESH:D009101	Priapism	MESH:D011317	4
Multiple Myeloma	MESH:D009101	Cytomegalovirus Retinitis	MESH:D017726	4
Multiple Myeloma	MESH:D009101	Ankle Injuries	MESH:D016512	4
Multiple Myeloma	MESH:D009101	Male Urogenital Diseases	MESH:D052801	4
Multiple Myeloma	MESH:D009101	Osteoarthritis, Hip	MESH:D015207	4
Multiple Myeloma	MESH:D009101	AIDS-Associated Nephropathy	MESH:D016263	4
Multiple Myeloma	MESH:D009101	Depressive Disorder, Major	MESH:D003865	4
Multiple Myeloma	MESH:D009101	Sphingolipidoses	MESH:D013106	4
Multiple Myeloma	MESH:D009101	Pseudomonas Infections	MESH:D011552	4
Multiple Myeloma	MESH:D009101	Anterior segment mesenchymal dysgenesis	MESH:C537775	4
Multiple Myeloma	MESH:D009101	Diverticulitis	MESH:D004238	4
Multiple Myeloma	MESH:D009101	Trigeminal Nerve Injuries	MESH:D061221	4
Multiple Myeloma	MESH:D009101	Cataract anterior polar dominant	MESH:C538282	4
Multiple Myeloma	MESH:D009101	Drug Eruptions	MESH:D003875	4
Multiple Myeloma	MESH:D009101	Neuritis	MESH:D009443	4
Multiple Myeloma	MESH:D009101	Hypomagnesemia primary	MESH:C537153	4
Multiple Myeloma	MESH:D009101	Hyaline Membrane Disease	MESH:D006819	4
